repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics
thymikee/jest-preset-angular,typescript,1,1,70107300b9644cb45af90199064cf34f803fd60f,70107300b9644cb45af90199064cf34f803fd60f,https://github.com/thymikee/jest-preset-angular.git,2,1,1,2017-03-30T08:35:39,"[""angular"", ""jest"", ""testing""]"
thomasnordquist/mqtt-explorer,typescript,1,1,d392fe734232bee5da870a69645dc39a6cf2aa4c,d392fe734232bee5da870a69645dc39a6cf2aa4c,https://github.com/thomasnordquist/mqtt-explorer.git,25,19,6,2019-01-02T03:38:09,"[""homeautomation"", ""mqtt"", ""mqtt-client"", ""mqtt-explorer"", ""mqtt-smarthome"", ""mqtt-tool""]"
teradata/covalent,typescript,0,0,,,https://github.com/teradata/covalent.git,0,0,0,2016-07-11T11:30:52,"[""angular"", ""angular-material"", ""angular2"", ""material"", ""material-design"", ""teradata"", ""typescript""]"
traduora/traduora,typescript,0,0,,,https://github.com/traduora/traduora.git,0,0,0,2019-03-05T07:46:09,[]
tinacms/tinacms,typescript,31,11,f124eabaca10dac9a4d765c9e4135813c4830955,cf75e5b8dd3209203df9fe1ffbc12a9d965277f9,https://github.com/tinacms/tinacms.git,58,24,34,2019-07-23T06:37:47,"[""cms"", ""content-management-system"", ""forestry"", ""markdown"", ""nextjs"", ""react"", ""tina"", ""tinacms"", ""typescript""]"
tinymce/tinymce,typescript,0,0,,,https://github.com/tinymce/tinymce.git,0,0,0,2010-01-11T02:46:42,"[""contenteditable"", ""editor"", ""javascript"", ""rich-text-editor"", ""tinymce"", ""wysiwyg"", ""wysiwyg-editor"", ""wysiwyg-html-editor""]"
tus/tus-node-server,typescript,0,0,,,https://github.com/tus/tus-node-server.git,0,0,0,2015-10-08T04:23:03,"[""aws-s3"", ""azure"", ""file-storage"", ""google-cloud-storage"", ""nodejs"", ""resumable-upload"", ""tus"", ""upload"", ""upload-server""]"
trpc/trpc,typescript,10,1,4b955d29620410a5d853ff955273b4c68e9618bf,4b955d29620410a5d853ff955273b4c68e9618bf,https://github.com/trpc/trpc.git,6,5,1,2020-07-18T01:17:11,"[""api"", ""next"", ""nextjs"", ""prisma"", ""react"", ""typescript""]"
snyk/snyk,typescript,0,0,,,https://github.com/snyk/snyk.git,6,6,0,2015-10-30T11:36:00,[]
typestrong/ts-loader,typescript,0,0,,,https://github.com/typestrong/ts-loader.git,1,1,0,2015-01-21T12:00:16,"[""loader"", ""typescript"", ""webpack"", ""webpack-loader""]"
typedproject/tsed,typescript,0,0,,,https://github.com/typedproject/tsed.git,5,4,1,2016-02-21T06:38:47,[]
thecodingmachine/workadventure,typescript,1,1,441b24bce0adec07e7e52946125c2880d5600d3a,441b24bce0adec07e7e52946125c2880d5600d3a,https://github.com/thecodingmachine/workadventure.git,23,16,7,2020-04-03T12:24:15,[]
typeorm/typeorm,typescript,10,3,4c8fc3a7cbd2e2db90d2ade43b151bbf1c40814b,8a51b756bf31c885da1e1d92cb17d94819c7040a,https://github.com/typeorm/typeorm.git,4,1,3,2016-02-29T07:41:14,"[""active-record"", ""cockroachdb"", ""data-mapper"", ""database"", ""hacktoberfest"", ""javascript"", ""mariadb"", ""mysql"", ""orm"", ""postgresql"", ""sqlite"", ""sqlserver"", ""typeorm"", ""typescript""]"
teambit/bit,typescript,1,1,1c63a948410b7eb04c296ca1f8ccb3f98132d295,1c63a948410b7eb04c296ca1f8ccb3f98132d295,https://github.com/teambit/bit.git,4,3,1,2017-01-22T02:51:43,"[""ai"", ""collaboration"", ""component-driven"", ""composable"", ""composable-architecture"", ""distributed"", ""front-end"", ""javascript"", ""micro-frontend"", ""micro-services"", ""monorepo"", ""multirepo"", ""multirepo-maintenance"", ""node-js"", ""polyrepo"", ""react"", ""service-oriented-architecture"", ""typescript"", ""vue""]"
umijs/qiankun,typescript,5,1,d7b0a05c14f80257288fab416a86a355737b553b,d7b0a05c14f80257288fab416a86a355737b553b,https://github.com/umijs/qiankun.git,3,2,1,2019-05-15T05:27:23,"[""framework"", ""javascript"", ""micro-frontend"", ""micro-frontends"", ""microfrontend"", ""microfrontends"", ""microservices""]"
ultimatehackingkeyboard/agent,typescript,0,0,,,https://github.com/ultimatehackingkeyboard/agent.git,4,1,3,2016-01-12T12:41:16,[]
surveyjs/survey-creator,typescript,0,0,,,https://github.com/surveyjs/survey-creator.git,7,5,2,2015-12-22T07:21:28,"[""angular-form-builder"", ""angular-forms"", ""drag-and-drop-form-builder"", ""dynamic-form-builder"", ""dynamic-forms"", ""form-builder"", ""form-generator"", ""form-schema"", ""forms"", ""json-form-builder"", ""json-forms"", ""react-form-builder"", ""react-forms"", ""schema-form"", ""survey-application"", ""survey-builder"", ""survey-creator"", ""surveyjs"", ""vue-form-builder"", ""vue-forms""]"
umijs/umi,typescript,0,0,,,https://github.com/umijs/umi.git,0,0,0,2017-11-22T10:09:36,"[""react"", ""react-framework"", ""umi"", ""umijs""]"
ueberdosis/tiptap,typescript,20,11,35645d94ae9cd73448a564104c2e08f64e9564bc,a9efd4d046757c638feddd9a6d72022dcdeb0bbf,https://github.com/ueberdosis/tiptap.git,47,13,34,2018-08-20T07:58:58,"[""editor"", ""javascript"", ""js"", ""prosemirror"", ""react"", ""renderless-components"", ""rich-text"", ""tiptap"", ""vue"", ""wysiwyg"", ""wysiwyg-editor""]"
vivliostyle/vivliostyle.js,typescript,0,0,,,https://github.com/vivliostyle/vivliostyle.js.git,2,2,0,2015-03-30T02:32:08,"[""css"", ""epub"", ""typesetting"", ""vivliostyle""]"
vkcom/vkui,typescript,0,0,,,https://github.com/vkcom/vkui.git,0,0,0,2017-01-16T12:09:28,"[""javascript"", ""mobile-web"", ""opensource"", ""postcss"", ""reactjs"", ""typescript"", ""ui"", ""uikit"", ""vkontakte"", ""vkui""]"
uniswap/uniswap-interface,typescript,0,0,,,https://github.com/uniswap/uniswap-interface.git,0,0,0,2017-10-29T05:09:58,[]
vitejs/vite,typescript,0,0,,,https://github.com/vitejs/vite.git,30,6,24,2020-04-21T05:03:57,"[""build-tool"", ""dev-server"", ""frontend"", ""hmr"", ""vite""]"
vscode-icons/vscode-icons,typescript,0,0,,,https://github.com/vscode-icons/vscode-icons.git,1,0,1,2016-05-30T11:24:37,"[""icon-theme"", ""icons-provider"", ""vscode"", ""vscode-extension"", ""vscode-icons""]"
vuejs/vue-router-next,typescript,0,0,,,https://github.com/vuejs/vue-router-next.git,1,1,0,2019-02-07T06:09:43,[]
wechatsync/wechatsync,typescript,0,0,,,https://github.com/wechatsync/wechatsync.git,0,0,0,2020-09-01T08:58:36,"[""blog"", ""chrome"", ""chrome-extension"", ""markdown"", ""multiplatform"", ""spider"", ""vue"", ""wechat-official-account"", ""writer""]"
whiteminds/liveautorecord,typescript,0,0,,,https://github.com/whiteminds/liveautorecord.git,0,0,0,2018-04-25T08:59:23,"[""bilibili"", ""douyin"", ""douyu"", ""electron"", ""ffmpeg"", ""huya"", ""typescript"", ""vue""]"
wireapp/wire-desktop,typescript,0,0,,,https://github.com/wireapp/wire-desktop.git,0,0,0,2016-07-26T01:55:48,"[""desktop"", ""electron"", ""hacktoberfest"", ""wire""]"
whitphx/vscode-emacs-mcx,typescript,0,0,,,https://github.com/whitphx/vscode-emacs-mcx.git,24,13,11,2019-01-06T03:30:42,"[""emacs"", ""hacktoberfest"", ""vscode"", ""vscode-extension""]"
voxelum/x-minecraft-launcher,typescript,4,3,0671188522099095e9cb983e735e1351051c6789,b8154a27495a39dcbca0c6bead97dcd9b4f13027,https://github.com/voxelum/x-minecraft-launcher.git,42,19,23,2017-06-28T11:09:01,"[""curseforge"", ""custom-minecraft-launcher"", ""electron"", ""electron-vue"", ""fabricmc"", ""minecraft"", ""minecraft-launcher"", ""minecraftforge"", ""modrinth"", ""nodejs"", ""quiltmc"", ""typescript"", ""vite""]"
vendure-ecommerce/vendure,typescript,0,0,,,https://github.com/vendure-ecommerce/vendure.git,3,2,1,2018-06-11T02:29:20,"[""ecommerce"", ""ecommerce-api"", ""ecommerce-framework"", ""ecommerce-platform"", ""graphql"", ""graphql-commerce"", ""headless"", ""headless-commerce"", ""nestjs"", ""nodejs"", ""nodejs-ecommerce"", ""shopping-cart""]"
xaviergonz/mobx-keystone,typescript,0,0,,,https://github.com/xaviergonz/mobx-keystone.git,1,1,0,2019-05-15T07:09:44,"[""data-trees"", ""frp"", ""functional-reactive-programming"", ""immutability"", ""mobx"", ""mobx-keystone"", ""mobx-state-tree"", ""mutability"", ""reactive"", ""snapshots"", ""state-management"", ""state-tree""]"
xbrowsersync/app,typescript,21,1,5c2adffbec4af792750e0ed6ce318ba120d56a6e,5c2adffbec4af792750e0ed6ce318ba120d56a6e,https://github.com/xbrowsersync/app.git,1,0,1,2016-05-05T08:59:25,[]
wowup/wowup,typescript,0,0,,,https://github.com/wowup/wowup.git,0,0,0,2020-06-28T04:01:59,"[""world-of-warcraft"", ""world-of-warcraft-addon""]"
yang991178/fluent-reader,typescript,0,0,,,https://github.com/yang991178/fluent-reader.git,0,0,0,2020-05-31T08:15:55,"[""electron"", ""linux"", ""macos"", ""react"", ""rss"", ""rss-reader"", ""typescript"", ""windows""]"
walletconnect/walletconnect-monorepo,typescript,9,3,5888f9317b592fca69503842f6289c445229b4f7,ebc61853f43deec9057ac481ed5c14d22d86a820,https://github.com/walletconnect/walletconnect-monorepo.git,29,16,13,2018-08-26T02:02:36,"[""devtools"", ""ethereum"", ""library"", ""mobile"", ""prod"", ""react-native"", ""team-walletkit"", ""typescript"", ""wallet"", ""walletconnect"", ""web3""]"
yagop/node-telegram-bot-api,typescript,10,5,6a85a56de23cd8b0734fa556bbe90ea9b4ab6113,4ff95eb9619a27927a050436e82259cbb656c83e,https://github.com/yagop/node-telegram-bot-api.git,53,34,19,2015-06-28T10:35:33,"[""api"", ""bot"", ""bot-framework"", ""chatbot"", ""nodejs"", ""telegram""]"
yorkxin/copy-as-markdown,typescript,4,3,82340d452f66263b756ef2ff1de13173d461977f,6c6a7b175d2e257f5fc666630aa7c89161835ca0,https://github.com/yorkxin/copy-as-markdown.git,13,8,5,2012-03-01T05:21:06,"[""browser"", ""chrome"", ""firefox"", ""webextensions""]"
zenn-dev/zenn-editor,typescript,2,1,129da49a2f06927480aeb9b65e258b25e89bb2a8,129da49a2f06927480aeb9b65e258b25e89bb2a8,https://github.com/zenn-dev/zenn-editor.git,19,7,12,2020-05-27T07:09:14,[]
xiaomi/hiui,typescript,0,0,,,https://github.com/xiaomi/hiui.git,0,0,0,2018-10-08T10:10:20,"[""component-library"", ""design-system"", ""design-systems"", ""javascript"", ""react"", ""react-components"", ""typescript"", ""ui-kit"", ""ui-library""]"
zuiidea/antd-admin,typescript,0,0,,,https://github.com/zuiidea/antd-admin.git,0,0,0,2016-01-25T07:46:15,"[""admin"", ""antd"", ""dashboard"", ""mock"", ""react""]"
tinkoffcreditsystems/taiga-ui,typescript,2,2,ac8653330dc14007149ef88d1321d31efc69d77d,66e23dbbfec4be420a8d7ef5f09f774e4a37546c,https://github.com/tinkoffcreditsystems/taiga-ui.git,12,7,5,2020-09-25T04:09:18,[]
vercel/vercel,typescript,140,47,168e320bcf21d90b6705dfe7acb043e4a3753034,6322f4549f108b9754dd485c1bae1e3bd4d34eb0,https://github.com/vercel/vercel.git,226,111,115,2016-09-09T01:12:08,"[""cli"", ""cloud"", ""command"", ""hosting"", ""jamstack"", ""ship"", ""vercel""]"
zwave-js/node-zwave-js,typescript,3,1,fb034be40aaba3a175404eed54d5063ae8edf867,fb034be40aaba3a175404eed54d5063ae8edf867,https://github.com/zwave-js/node-zwave-js.git,29,9,20,2018-03-25T09:25:32,"[""hacktoberfest"", ""iot"", ""razberry"", ""smart-home"", ""wireless"", ""z-wave"", ""zwave""]"
yoannmoinet/nipplejs,typescript,10,3,291649ef3e9260f2a1cbab2b9f5f696417a6f294,fc0e27f9351732f210d6e39f6b9f1ce5531f7583,https://github.com/yoannmoinet/nipplejs.git,15,8,7,2015-09-05T09:55:09,"[""dependency-free"", ""dom"", ""frontend"", ""gamedev"", ""joystick"", ""vanilla-javascript""]"
zeusln/zeus,typescript,0,0,,,https://github.com/zeusln/zeus.git,0,0,0,2019-02-16T08:58:09,"[""android"", ""bitcoin"", ""cashu"", ""core-lightning"", ""cryptocurrency"", ""ecash"", ""ios"", ""ldk"", ""lightning"", ""lightning-network"", ""lnd"", ""lndhub"", ""micropayments"", ""nostr"", ""payments"", ""react-native"", ""self-custody"", ""typescript""]"
wowanalyzer/wowanalyzer,typescript,0,0,,,https://github.com/wowanalyzer/wowanalyzer.git,3,2,1,2017-01-30T11:02:17,"[""analyzer"", ""hacktoberfest"", ""javascript"", ""log"", ""react"", ""typescript"", ""warcraft"", ""warcraftlogs"", ""world-of-warcraft"", ""wow"", ""wowanalyzer""]"
wireapp/wire-webapp,typescript,25,4,fe46a0bfe9a06e657321416498b6697359fb3459,e82f6fca457b894fbd4dd2b7a9bdfd95df16d5a3,https://github.com/wireapp/wire-webapp.git,25,19,6,2016-07-21T03:34:05,"[""end-to-end-encryption"", ""hacktober"", ""hacktoberfest"", ""javascript"", ""knockout"", ""libsodium"", ""messenger"", ""reactjs"", ""typescript"", ""webapp"", ""wire""]"
