repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics
microsoft/vscode-mssql,typescript,0,0,,,https://github.com/microsoft/vscode-mssql.git,39,21,18,2016-06-26T04:38:04,[]
ng-select/ng-select,typescript,0,0,,,https://github.com/ng-select/ng-select.git,10,6,4,2017-07-02T04:43:27,"[""angular"", ""angular-components"", ""angular2"", ""angular4"", ""angular5"", ""angular6"", ""angular7"", ""angular8"", ""autocomplete"", ""dropdown"", ""hacktoberfest"", ""multiselect"", ""select"", ""typeahead"", ""ui-select""]"
ng-alain/delon,typescript,4,2,569e8ace582aebe1a59d85543e8404cdd9d0e00e,281d8dd2be692476fd4c66ce003574c9ef92450f,https://github.com/ng-alain/delon.git,3,0,3,2017-11-25T10:37:28,"[""angular"", ""angular-components"", ""angular-scaffolding"", ""g2"", ""ng-admin"", ""ng-alain"", ""ng-zorro"", ""scaffold"", ""scaffold-framework"", ""scaffold-template"", ""scaffolding""]"
ngneat/transloco,typescript,0,0,,,https://github.com/ngneat/transloco.git,1,1,0,2019-08-09T11:52:35,"[""angular"", ""i18n"", ""internationalization"", ""languages"", ""translation""]"
ngx-translate/core,typescript,0,0,,,https://github.com/ngx-translate/core.git,0,0,0,2015-10-11T08:44:15,"[""angular"", ""i18n"", ""ngx"", ""ngx-translate"", ""npm-package"", ""translation""]"
node-modules/urllib,typescript,0,0,,,https://github.com/node-modules/urllib.git,5,2,3,2011-05-16T02:04:01,"[""curl"", ""curl-library"", ""http-client"", ""httpclient"", ""request"", ""undici"", ""urllib"", ""urllib2""]"
naver/egjs-flicking,typescript,0,0,,,https://github.com/naver/egjs-flicking.git,3,2,1,2017-04-28T02:32:33,"[""angular"", ""carousel"", ""desktop"", ""egjs"", ""iscroll"", ""javascript"", ""mobile"", ""react"", ""reactjs"", ""slider"", ""tablet"", ""typescript"", ""vue""]"
ng-zorro/ng-zorro-antd,typescript,1,1,de0faf6dcb333ae430d1f5e85c95303c8081cbeb,de0faf6dcb333ae430d1f5e85c95303c8081cbeb,https://github.com/ng-zorro/ng-zorro-antd.git,12,11,1,2017-08-08T02:59:33,"[""angular"", ""angular-components"", ""angular-directives"", ""angular-ui-components"", ""ant"", ""ant-design"", ""antd"", ""enterprise"", ""frontend"", ""ivy"", ""ng-zorro"", ""ngx"", ""typescript"", ""ui-components""]"
nicoespeon/abracadabra,typescript,0,0,,,https://github.com/nicoespeon/abracadabra.git,0,0,0,2019-05-24T01:45:09,"[""javascript"", ""legacy-code"", ""magic"", ""refactoring"", ""typescript"", ""vscode-extension""]"
nomcopter/react-mosaic,typescript,0,0,,,https://github.com/nomcopter/react-mosaic.git,1,1,0,2017-03-23T03:51:26,"[""react"", ""tiling-window-manager"", ""typescript"", ""window-manager""]"
notionx/react-notion-x,typescript,0,0,,,https://github.com/notionx/react-notion-x.git,0,0,0,2020-08-15T12:29:59,"[""nextjs"", ""notion"", ""notion-api"", ""react"", ""react-notion"", ""typescript""]"
noderedis/node-redis,typescript,2,1,23e16ac80855845144ed34077215d094528851e3,23e16ac80855845144ed34077215d094528851e3,https://github.com/noderedis/node-redis.git,38,15,23,2010-09-14T02:05:09,[]
microsoft/fluidframework,typescript,17,11,e70347986c823316e6a4b3981f0dcff47aee709b,c12943d4ef6cd943241773cd98542ef3003415ac,https://github.com/microsoft/fluidframework.git,174,124,50,2019-08-22T05:37:57,"[""collaboration"", ""crdt"", ""datastructure"", ""distributed"", ""fluid"", ""fluid-framework"", ""microsoft"", ""realtime""]"
nuclearpasta/react-native-drax,typescript,0,0,,,https://github.com/nuclearpasta/react-native-drax.git,0,0,0,2019-12-20T06:44:59,[]
nrwl/nx-console,typescript,0,0,,,https://github.com/nrwl/nx-console.git,11,3,8,2018-06-18T10:02:01,[]
oakserver/oak,typescript,0,0,,,https://github.com/oakserver/oak.git,3,0,3,2018-12-12T10:20:46,"[""deno"", ""http-server"", ""middleware-framework"", ""middleware-frameworks"", ""oak"", ""router-middleware""]"
nexus-mods/vortex,typescript,0,0,,,https://github.com/nexus-mods/vortex.git,22,17,5,2016-09-05T03:53:53,[]
mui-org/material-ui-x,typescript,10,4,4dde297fa37f3cf6e203fba59942817af776f36a,3b4db216c9d709b22db6d302a007edac066a1edb,https://github.com/mui-org/material-ui-x.git,106,60,46,2020-04-30T02:52:39,[]
olistic/warriorjs,typescript,0,0,,,https://github.com/olistic/warriorjs.git,54,49,5,2015-04-29T02:25:02,"[""ai"", ""artificial-intelligence"", ""battle"", ""epic"", ""game"", ""javascript"", ""js"", ""learn"", ""nodejs"", ""sharpen"", ""skills"", ""test"", ""warrior"", ""warriorjs""]"
mikro-orm/mikro-orm,typescript,233,74,19ebac464d87ec73576d354bd1dda817d4d40539,441eaa110aeeb0920bb6ac40854802ab9ee7b78b,https://github.com/mikro-orm/mikro-orm.git,178,49,129,2018-03-15T09:21:10,"[""database"", ""datamapper"", ""entities"", ""entity"", ""identity-map"", ""javascript"", ""libsql"", ""mongodb"", ""mysql"", ""nodejs"", ""orm"", ""postgre"", ""postgresql"", ""sql"", ""sql-server"", ""sqlite"", ""sqlite3"", ""typescript"", ""typescript-orm"", ""unit-of-work""]"
nomiclabs/hardhat,typescript,3,1,c4a7daace7ce9d9d76eca194b1abba4e8f6c64c3,c4a7daace7ce9d9d76eca194b1abba4e8f6c64c3,https://github.com/nomiclabs/hardhat.git,27,21,6,2018-04-14T10:20:59,[]
omnisharp/omnisharp-vscode,typescript,0,0,,,https://github.com/omnisharp/omnisharp-vscode.git,2,1,1,2015-12-03T03:45:21,"[""c-sharp"", ""csharp"", ""omnisharp"", ""vscode""]"
openplayerjs/openplayerjs,typescript,1,1,9c160a8bdb8f7323c046484d6664acadd6c2a33b,9c160a8bdb8f7323c046484d6664acadd6c2a33b,https://github.com/openplayerjs/openplayerjs.git,9,6,3,2018-09-03T05:41:25,"[""ads"", ""audio"", ""hls"", ""html5"", ""html5-audio"", ""html5-video"", ""html5-video-player"", ""javascript"", ""non-linear"", ""omid"", ""openplayerjs"", ""player"", ""simid"", ""typescript"", ""typescript-library"", ""vast"", ""video"", ""vmap""]"
openshiporg/openship,typescript,0,0,,,https://github.com/openshiporg/openship.git,1,1,0,2022-08-10T05:43:01,"[""3pl"", ""e-commerce"", ""fulfillment"", ""marketplace-api"", ""netlify"", ""nextjs"", ""oms"", ""order-management"", ""order-management-system"", ""shopify"", ""vercel"", ""warehouse"", ""warehouse-management-system""]"
open-wa/wa-automate-nodejs,typescript,0,0,,,https://github.com/open-wa/wa-automate-nodejs.git,0,0,0,2019-08-15T12:25:26,"[""api"", ""chatbots"", ""framework"", ""nodejs"", ""typescript""]"
online-go/online-go.com,typescript,2,1,594c9d5d7fbd6a4de19e6e84b1d99071894e9f31,594c9d5d7fbd6a4de19e6e84b1d99071894e9f31,https://github.com/online-go/online-go.com.git,16,7,9,2017-02-24T03:21:23,"[""baduk"", ""hacktoberfest"", ""igo""]"
paraswap/paraswap-sdk,typescript,0,0,,,https://github.com/paraswap/paraswap-sdk.git,0,0,0,2019-10-08T01:28:44,"[""blockchain"", ""cryptocurrency"", ""ethereum"", ""exchange"", ""paraswap"", ""solidity"", ""web3""]"
paljs/prisma-tools,typescript,0,0,,,https://github.com/paljs/prisma-tools.git,0,0,0,2020-04-12T12:18:36,"[""apollo"", ""crud"", ""graphql-modules"", ""graphql-schema"", ""graphql-server"", ""nexus-framework"", ""prisma"", ""prisma-admin"", ""prisma-client"", ""prisma-framework"", ""sdl"", ""typescript""]"
oznu/homebridge-config-ui-x,typescript,10,5,a53abfdd0146de5211cb9fe1951b721ef15d8cb9,268ef6aab6d65ab5e0212f378fb4b50bb21d6a99,https://github.com/oznu/homebridge-config-ui-x.git,45,14,31,2017-12-21T04:20:54,[]
parabolinc/parabol,typescript,0,0,,,https://github.com/parabolinc/parabol.git,1,0,1,2015-12-21T05:16:49,"[""agile"", ""graphql"", ""kanban"", ""nodejs"", ""react"", ""realtime"", ""redis"", ""retrospective"", ""saas"", ""stripe""]"
persian-tools/persian-tools,typescript,0,0,,,https://github.com/persian-tools/persian-tools.git,1,0,1,2018-06-18T10:00:57,"[""card-number"", ""code-melli"", ""code-melli-validator"", ""convert-numbers"", ""convert-persian-number"", ""english-number-to-persian"", ""fuzzy-matching"", ""iban"", ""iranian-national-id"", ""number-to-words"", ""persian-characters"", ""persian-language"", ""persian-words-to-number"", ""remove-commas"", ""sheba"", ""sheba-validator"", ""verify-bank-nunber"", ""verify-national-id"", ""words-to-numbers""]"
petyosi/react-virtuoso,typescript,0,0,,,https://github.com/petyosi/react-virtuoso.git,0,0,0,2019-05-03T05:39:04,"[""chat"", ""component-library"", ""feed"", ""hacktoberfest"", ""react"", ""virtual"", ""virtualizedlist""]"
picgo/picgo-core,typescript,0,0,,,https://github.com/picgo/picgo-core.git,0,0,0,2018-09-17T07:26:44,"[""picgo"", ""picture-upload"", ""upload-pictures""]"
photostructure/exiftool-vendored.js,typescript,0,0,,,https://github.com/photostructure/exiftool-vendored.js.git,1,1,0,2016-10-13T03:56:38,"[""cross-platform"", ""exif"", ""exiftool"", ""gps"", ""image"", ""images"", ""metadata"", ""metadata-extraction"", ""movies"", ""nodejs"", ""photo"", ""photographs"", ""photography"", ""photos"", ""video"", ""videos""]"
pmndrs/react-spring,typescript,0,0,,,https://github.com/pmndrs/react-spring.git,0,0,0,2018-03-07T03:39:32,"[""animation-library"", ""react"", ""react-spring"", ""spring-physics"", ""springs""]"
po-ui/po-angular,typescript,0,0,,,https://github.com/po-ui/po-angular.git,5,5,0,2019-06-25T04:50:39,"[""angular"", ""angular-components"", ""enterprise"", ""frontend"", ""hacktoberfest"", ""po"", ""po-ui"", ""ui-components""]"
polymer/lit-html,typescript,0,0,,,https://github.com/polymer/lit-html.git,0,0,0,2017-06-29T04:27:16,[]
owid/owid-grapher,typescript,4,2,f4fa25584ce59b45dab65f385c577ddcb69615c2,5dfcba98c799bb21df863e6bc717d9199955715c,https://github.com/owid/owid-grapher.git,44,23,21,2015-05-04T11:06:48,"[""data-visualization"", ""react"", ""typescript""]"
pnp/cli-microsoft365,typescript,0,0,,,https://github.com/pnp/cli-microsoft365.git,3,2,1,2017-10-12T05:18:21,"[""azure"", ""azure-active-directory"", ""cli"", ""entra-id"", ""hacktoberfest"", ""microsoft"", ""microsoft-365"", ""microsoft-graph"", ""microsoft-planner"", ""microsoft-power-apps"", ""microsoft-power-automate"", ""microsoft-teams"", ""microsoft-viva"", ""microsoft365"", ""office-365"", ""office365"", ""sharepoint"", ""sharepoint-framework"", ""sharepoint-online"", ""spfx""]"
powershell/vscode-powershell,typescript,3,3,294738ec550bc8ee685540eff231ebd14720ff83,30d16a85acfaa1e6a2ae7c0c16a0b882f852a69a,https://github.com/powershell/vscode-powershell.git,6,2,4,2015-09-08T06:29:04,"[""extensions"", ""hacktoberfest"", ""powershell"", ""visual-studio-code""]"
nteract/semiotic,typescript,4,3,3f777d90385734c2e7d8b66ee4b5edb9204d8afb,489dd18d801c431fb6e6bfeb6b02afa4be1bd26e,https://github.com/nteract/semiotic.git,43,20,23,2017-03-16T05:46:24,"[""ai"", ""d3"", ""data-visualization"", ""nteract"", ""react"", ""streaming"", ""visualization""]"
postaljs/postal.js,typescript,433,13,7b393f059829ce0d0a47ae3d1e7a6b2718d444c4,ee9f59945e307ef63f7876013bab13dfa0617e54,https://github.com/postaljs/postal.js.git,21,6,15,2011-10-27T04:40:05,[]
payloadcms/payload,typescript,5,2,835a0ad49055dada6c7cffdb5515cb8d8a5ca576,787f9df59b46bd05360ace1f27002957d24e6a62,https://github.com/payloadcms/payload.git,43,31,12,2021-01-05T06:49:45,"[""cms"", ""content-management"", ""content-management-system"", ""express"", ""graphql"", ""headless"", ""headless-cms"", ""jamstack"", ""javascript"", ""mit-license"", ""mongodb"", ""nextjs"", ""nodejs"", ""open-source"", ""payload"", ""payloadcms"", ""postgres"", ""react"", ""typescript""]"
pkief/vscode-material-icon-theme,typescript,0,0,,,https://github.com/pkief/vscode-material-icon-theme.git,0,0,0,2016-09-09T08:41:42,"[""material-icon-theme"", ""material-icons"", ""vscode"", ""vscode-extension"", ""vscode-icons"", ""vscode-theme""]"
probablyup/markdown-to-jsx,typescript,0,0,,,https://github.com/probablyup/markdown-to-jsx.git,21,7,14,2015-12-06T06:42:02,"[""gfm"", ""jsx"", ""markdown"", ""react"", ""remark""]"
projen/projen,typescript,0,0,,,https://github.com/projen/projen.git,7,3,4,2020-05-11T05:07:24,"[""aws-cdk"", ""cdk"", ""constructs"", ""generator"", ""hacktoberfest"", ""jsii"", ""repository-management"", ""repository-tools"", ""scaffolding"", ""templates"", ""typescript""]"
rejetto/hfs,typescript,0,0,,,https://github.com/rejetto/hfs.git,0,0,0,2021-12-19T09:34:54,"[""file-server"", ""file-sharing"", ""http-server"", ""nodejs"", ""typescript"", ""web""]"
reaviz/reaviz,typescript,0,0,,,https://github.com/reaviz/reaviz.git,0,0,0,2020-04-17T09:17:18,"[""area-charts"", ""bar-charts"", ""bubble-chart"", ""charting-library"", ""charts"", ""d3"", ""d3js"", ""data-visualization"", ""data-viz"", ""funnel-chart"", ""heatmap"", ""line-charts"", ""react"", ""reactjs"", ""sankey-chart"", ""scatter-plot"", ""sparkline"", ""sunburst-chart"", ""treemap"", ""venn-diagram""]"
react-cosmos/react-cosmos,typescript,0,0,,,https://github.com/react-cosmos/react-cosmos.git,3,3,0,2014-02-05T06:48:27,"[""components"", ""devtools"", ""react"", ""sandbox"", ""testing"", ""ui""]"
remeda/remeda,typescript,0,0,,,https://github.com/remeda/remeda.git,3,2,1,2018-05-07T08:56:53,"[""functional"", ""programming"", ""typescript"", ""utility""]"
prabhuignoto/react-chrono,typescript,0,0,,,https://github.com/prabhuignoto/react-chrono.git,3,3,0,2020-08-18T07:02:24,"[""horizontal-timeline"", ""javascript-timeline"", ""react"", ""react-timeline"", ""reactjs"", ""slideshow"", ""timeline"", ""timeline-component"", ""typescript"", ""vertical-timeline"", ""vertical-timeline-react""]"
ripple/ripple-lib,typescript,2,1,013a83fd63ebb8e25c2a0a261c679a787ebe7731,013a83fd63ebb8e25c2a0a261c679a787ebe7731,https://github.com/ripple/ripple-lib.git,3,1,2,2013-04-25T09:17:19,[]
revenuecat/react-native-purchases,typescript,2,1,907f6fbb1fb864f277cdad6a38d414e3d37b4ce6,907f6fbb1fb864f277cdad6a38d414e3d37b4ce6,https://github.com/revenuecat/react-native-purchases.git,6,3,3,2018-06-21T09:15:55,"[""android"", ""iap"", ""ios"", ""react-native"", ""stripe"", ""web""]"
rocketchat/rocket.chat.electron,typescript,1,1,0e7d83efb67f62dbea3f0ffc244153c9dcd5c543,0e7d83efb67f62dbea3f0ffc244153c9dcd5c543,https://github.com/rocketchat/rocket.chat.electron.git,2,1,1,2015-07-08T04:56:41,"[""chat"", ""collaboration"", ""desktop"", ""electron"", ""foss"", ""hacktoberfest"", ""linux"", ""macos"", ""mit"", ""opensource"", ""rocketchat"", ""windows""]"
quicktype/quicktype,typescript,1,1,2f7de4c6a47ab506455d54a8ff25ee6bb789c275,2f7de4c6a47ab506455d54a8ff25ee6bb789c275,https://github.com/quicktype/quicktype.git,132,79,53,2017-07-13T12:22:50,"[""cplusplus"", ""csharp"", ""elm"", ""golang"", ""graphql"", ""java"", ""json"", ""json-schema"", ""kotlin"", ""objective-c"", ""rust"", ""swift"", ""typescript""]"
pagopa/io-app,typescript,5,2,70a0a07af4552eb4575467b896b106c347df2bdd,525acb412dbc4c2abee659876ec2326c068d589d,https://github.com/pagopa/io-app.git,24,18,6,2017-04-11T09:34:46,"[""android"", ""cie"", ""io-app"", ""ios"", ""react-native"", ""spid""]"
nrwl/nx,typescript,74,20,f9c427a80b88413238454c5d4563cc8be5f7f9b9,e7aa5e01fcbdabaac9d7a0b9f6a7af037f092e5b,https://github.com/nrwl/nx.git,85,39,46,2017-08-11T06:50:23,"[""angular"", ""build"", ""build-system"", ""build-tool"", ""building-tool"", ""cli"", ""cypress"", ""hacktoberfest"", ""javascript"", ""monorepo"", ""nextjs"", ""nodejs"", ""nx"", ""nx-workspaces"", ""react"", ""storybook"", ""typescript""]"
sanity-io/next-sanity,typescript,2,1,85894eb326df4bf655f18279fd110a54d6d4cedd,85894eb326df4bf655f18279fd110a54d6d4cedd,https://github.com/sanity-io/next-sanity.git,9,7,2,2020-10-22T02:46:51,"[""hook"", ""nextjs"", ""preview"", ""real-time"", ""sanity"", ""team-ecosystem"", ""toolkit""]"
ryohey/signal,typescript,0,0,,,https://github.com/ryohey/signal.git,1,1,0,2016-03-06T03:19:53,"[""audio"", ""editor"", ""midi"", ""music"", ""react"", ""typescript"", ""webaudio""]"
sap/ui5-webcomponents-react,typescript,0,0,,,https://github.com/sap/ui5-webcomponents-react.git,0,0,0,2019-04-18T12:38:30,"[""open-source"", ""react"", ""typescript"", ""ui-components"", ""web-components""]"
shinyoshiaki/werift-webrtc,typescript,0,0,,,https://github.com/shinyoshiaki/werift-webrtc.git,7,6,1,2020-02-16T07:37:24,"[""dtls"", ""ice"", ""nodejs"", ""rtp"", ""sctp"", ""srtp"", ""typescript"", ""webm"", ""webrtc""]"
sidequestjs/sidequest,typescript,1,1,cd6666318fb1786e09354954c39cc76ed24c11b5,cd6666318fb1786e09354954c39cc76ed24c11b5,https://github.com/sidequestjs/sidequest.git,5,3,2,2025-07-23T10:51:48,"[""background-jobs"", ""bullmq-alternative"", ""concurrency"", ""cron"", ""dashboard"", ""distributed"", ""job-queue"", ""mongodb"", ""mysql"", ""no-redis"", ""nodejs"", ""pg-boss-alternative"", ""postgresql"", ""queue"", ""redis-free"", ""scheduler"", ""sqlite"", ""typescript"", ""worker-threads""]"
silenceleo/snowb-bmf,typescript,0,0,,,https://github.com/silenceleo/snowb-bmf.git,0,0,0,2020-07-31T05:55:32,"[""bitmap"", ""bitmap-font"", ""bitmap-font-generator"", ""bitmap-fonts"", ""bitmapfont"", ""bitmapfonts"", ""bitmaps"", ""bmfont""]"
rolling-scopes/rsschool-app,typescript,90,40,72157ed12dbc6cee31d0cfeeb113f53fdcf6af3d,a1264f281e087caa14785c6ed1d4e8774c809818,https://github.com/rolling-scopes/rsschool-app.git,66,24,42,2018-05-22T01:18:23,"[""hacktoberfest""]"
sindresorhus/type-fest,typescript,0,0,,,https://github.com/sindresorhus/type-fest.git,0,0,0,2019-03-13T10:30:19,"[""npm-package"", ""types"", ""typescript"", ""typescript-definitions"", ""utilities""]"
sap/spartacus,typescript,0,0,,,https://github.com/sap/spartacus.git,1,1,0,2018-09-18T08:56:49,"[""commerce-cloud"", ""open-source""]"
sindresorhus/refined-github,typescript,0,0,,,https://github.com/sindresorhus/refined-github.git,13,7,6,2016-02-15T04:45:02,[]
slackapi/bolt-js,typescript,0,0,,,https://github.com/slackapi/bolt-js.git,2,2,0,2016-07-19T02:46:33,"[""framework"", ""javascript"", ""slack"", ""slack-apps"", ""socket-mode"", ""typescript"", ""websocket"", ""websocket-client"", ""websockets""]"
slackapi/node-slack-sdk,typescript,0,0,,,https://github.com/slackapi/node-slack-sdk.git,4,3,1,2014-03-25T09:56:50,"[""slack"", ""slackapi"", ""socket-mode"", ""typescript"", ""websocket"", ""websocket-client"", ""websockets""]"
six7/figma-tokens,typescript,8,6,faaee7b582a89e7fd6fabae5de0088f9f7152500,c897e2ec2c93c7542bc34824cb5db57f5b4dae00,https://github.com/six7/figma-tokens.git,41,20,21,2020-05-18T04:43:45,[]
signoz/signoz,typescript,1,1,08715a704aff70235608721c6bde9c7c14793ac4,08715a704aff70235608721c6bde9c7c14793ac4,https://github.com/signoz/signoz.git,27,14,13,2021-01-03T12:44:36,"[""apm"", ""application-monitoring"", ""distributed-tracing"", ""go"", ""good-first-issue"", ""jaeger"", ""log"", ""logs"", ""metrics"", ""monitoring"", ""nextjs"", ""observability"", ""open-source"", ""opentelemetry"", ""prometheus"", ""react"", ""reactjs"", ""self-hosted"", ""tracing"", ""typescript""]"
software-mansion/react-native-gesture-handler,typescript,1,1,1a713d0ccbdd627f3a5cd4e4b76eaa4f28b4dd33,1a713d0ccbdd627f3a5cd4e4b76eaa4f28b4dd33,https://github.com/software-mansion/react-native-gesture-handler.git,6,4,2,2016-10-27T08:31:38,"[""gesture"", ""javascript"", ""react-native""]"
stoplightio/prism,typescript,0,0,,,https://github.com/stoplightio/prism.git,1,1,0,2016-03-18T03:52:09,"[""api-testing"", ""cli"", ""hacktoberfest"", ""http-proxy"", ""mock-server"", ""mocking"", ""oas"", ""openapi"", ""openapi3"", ""postman-collection"", ""prism"", ""stoplight-oss"", ""stoplight-prism"", ""swagger"", ""swagger-oss""]"
storybookjs/react-native,typescript,0,0,,,https://github.com/storybookjs/react-native.git,2,1,1,2020-01-22T03:17:28,"[""expo"", ""react"", ""react-native"", ""storybook""]"
prisma/prisma,typescript,27,12,207cfefde00713a981ddf983189767a66fcb5089,3a34e7c64973874d2a2d07a12a94daa684830faf,https://github.com/prisma/prisma.git,285,203,82,2019-06-20T01:33:47,"[""cockroachdb"", ""database"", ""javascript"", ""mariadb"", ""mongo"", ""mongodb"", ""mongodb-orm"", ""mssql"", ""mysql"", ""nodejs"", ""orm"", ""postgres"", ""postgresql"", ""prisma"", ""prisma-client"", ""query-builder"", ""sql-server"", ""sqlite"", ""sqlserver"", ""typescript""]"
sagemathinc/cocalc,typescript,3,3,491cc9c6e8de7744296af6f74f05469e43ca43d1,424ad0506d81c2f26fb656df26248c6c7dce0358,https://github.com/sagemathinc/cocalc.git,50,18,32,2015-03-19T04:16:53,"[""cloud"", ""coffeescript"", ""gap"", ""julia"", ""jupyter"", ""jupyter-notebook"", ""latex"", ""markdown"", ""mathematics"", ""mathjax"", ""nodejs"", ""octave"", ""pari"", ""postgresql"", ""python"", ""r"", ""sagemath"", ""terminal""]"
software-mansion/react-native-screens,typescript,0,0,,,https://github.com/software-mansion/react-native-screens.git,31,15,16,2018-08-03T11:36:32,"[""react-native"", ""react-navigation"", ""typescript""]"
renovatebot/renovate,typescript,10,7,b5cd0317cf0be7a1abbfc12c34f7e3b576031eb7,927b094344cab09784f995b44d11b09126527e8a,https://github.com/renovatebot/renovate.git,158,84,74,2016-12-17T04:21:21,"[""azure-devops"", ""bitbucket"", ""dependencies"", ""dependencies-checking"", ""dependency-manager"", ""github"", ""gitlab"", ""npm"", ""package-management""]"
sanity-io/sanity,typescript,34,19,28787561e762cdf24d49428a07b523657da8e77d,0c99352987029eccc3eae7860327a8bc147d7775,https://github.com/sanity-io/sanity.git,109,49,60,2017-01-18T07:19:02,"[""cms"", ""headless"", ""react"", ""reactjs"", ""real-time"", ""realtime""]"
styled-components/styled-components,typescript,1,1,f674224ece29a6e93a64488ad71c4fa86cf3ec1b,f674224ece29a6e93a64488ad71c4fa86cf3ec1b,https://github.com/styled-components/styled-components.git,12,10,2,2016-08-16T06:41:32,"[""css"", ""css-in-js"", ""react"", ""reactnative"", ""rsc"", ""styled-components""]"
streetsidesoftware/vscode-spell-checker,typescript,2,1,f22744d27b76a698adefa5b3ee050392a126cde3,f22744d27b76a698adefa5b3ee050392a126cde3,https://github.com/streetsidesoftware/vscode-spell-checker.git,2,1,1,2016-05-16T10:42:22,[]
surgioproject/surgio,typescript,0,0,,,https://github.com/surgioproject/surgio.git,0,0,0,2019-08-20T04:10:41,"[""clash"", ""hysteria"", ""loon"", ""quantumult"", ""shadowsocks"", ""sing-box"", ""snell"", ""stash"", ""surge"", ""trojan"", ""v2ray"", ""vless"", ""vmess""]"
styled-components/styled-components-website,typescript,0,0,,,https://github.com/styled-components/styled-components-website.git,0,0,0,2017-04-10T03:11:30,"[""documentation"", ""nextjs"", ""preact"", ""react"", ""styled-components""]"
supabase/supabase-js,typescript,0,0,,,https://github.com/supabase/supabase-js.git,11,8,3,2020-05-15T12:52:16,"[""client-library"", ""database"", ""isomorphic"", ""javascript"", ""js"", ""mit-license"", ""node-js"", ""nuxt"", ""orm"", ""postgres"", ""postgresql"", ""postgrest"", ""supabase"", ""svelte"", ""ts"", ""typescript""]"
swimlane/ngx-graph,typescript,0,0,,,https://github.com/swimlane/ngx-graph.git,1,1,0,2017-02-23T05:18:33,"[""angular"", ""angular2"", ""chart"", ""dag"", ""data-viz"", ""directed-graph"", ""svg"", ""workflow""]"
swimlane/ngx-ui,typescript,0,0,,,https://github.com/swimlane/ngx-ui.git,2,1,1,2016-08-17T12:16:19,"[""angular"", ""component"", ""css"", ""dialog"", ""directive"", ""drawer"", ""hacktoberfest"", ""icons"", ""library"", ""select"", ""split"", ""styles"", ""tabs"", ""tree""]"
streetsidesoftware/cspell,typescript,0,0,,,https://github.com/streetsidesoftware/cspell.git,21,18,3,2017-01-15T01:11:46,"[""spell"", ""spell-checker""]"
tabwrangler/tabwrangler,typescript,0,0,,,https://github.com/tabwrangler/tabwrangler.git,0,0,0,2012-04-23T04:14:26,"[""chrome-extension"", ""firefox-extension""]"
tagspaces/tagspaces,typescript,0,0,,,https://github.com/tagspaces/tagspaces.git,0,0,0,2012-11-23T05:25:20,"[""electron"", ""javascript"", ""note-taking"", ""offline-first"", ""open-source"", ""self-hosting"", ""tagspaces""]"
surveyjs/survey-library,typescript,0,0,,,https://github.com/surveyjs/survey-library.git,18,9,9,2015-08-14T08:53:22,"[""angular"", ""dynamic-form-builder"", ""form"", ""form-builder"", ""form-library"", ""forms"", ""javascript"", ""jquery"", ""json"", ""questionnaire"", ""quiz"", ""react"", ""reactjs"", ""survey"", ""surveyjs"", ""surveys"", ""typescript"", ""vue"", ""vue3"", ""web-forms""]"
talentlessguy/tinyhttp,typescript,0,0,,,https://github.com/talentlessguy/tinyhttp.git,5,3,2,2020-06-13T01:19:08,[]
tantaman/strut,typescript,0,0,,,https://github.com/tantaman/strut.git,4,1,3,2012-05-06T10:05:30,[]
stream-labs/streamlabs-obs,typescript,0,0,,,https://github.com/stream-labs/streamlabs-obs.git,0,0,0,2017-10-26T09:50:19,[]
swaponline/multicurrencywallet,typescript,19,5,194d97d8efb069b3470600e114733e58fe3c7369,e72d880fc451d4a0e9f0041563138d9a505eafeb,https://github.com/swaponline/multicurrencywallet.git,62,27,35,2018-04-23T09:48:44,"[""atomic"", ""bitcoin"", ""browser"", ""btc"", ""crypto"", ""cryptocurrency"", ""erc"", ""erc20"", ""ethereum"", ""exchange"", ""litecoin"", ""noxoncf"", ""swap"", ""wallet""]"
testing-library/eslint-plugin-testing-library,typescript,0,0,,,https://github.com/testing-library/eslint-plugin-testing-library.git,0,0,0,2019-09-01T06:12:58,"[""angular"", ""best-practices"", ""development"", ""dom"", ""eslint"", ""eslint-plugin"", ""javascript"", ""markojs"", ""react"", ""reactjs"", ""testing-library"", ""vue""]"
tencent/vconsole,typescript,0,0,,,https://github.com/tencent/vconsole.git,0,0,0,2016-04-27T03:33:45,"[""console"", ""mobile"", ""wechat""]"
theoephraim/node-google-spreadsheet,typescript,52,2,c1db5001accd4dbdb9cc4da08bed7de77b9ed2d5,a2f00b2fc5236987573dcff123450c34af6474b2,https://github.com/theoephraim/node-google-spreadsheet.git,7,3,4,2013-03-04T09:53:48,"[""google"", ""google-sheets"", ""google-sheets-api-v4"", ""google-spreadsheets"", ""nodejs"", ""typescript""]"
sonarsource/sonarjs,typescript,0,0,,,https://github.com/sonarsource/sonarjs.git,148,59,89,2012-05-15T12:35:38,"[""code-quality"", ""javascript"", ""language-team"", ""sonarcloud"", ""sonarqube"", ""static-analysis"", ""static-analyzer"", ""static-code-analysis"", ""typescript""]"
syuilo/misskey,typescript,5,1,f6fc78f578c344172349f7795b168b2992953bd0,f6fc78f578c344172349f7795b168b2992953bd0,https://github.com/syuilo/misskey.git,5,3,2,2016-12-25T01:16:07,[]
