repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,agent_type,commit_kind
BerriAI/litellm,python,cf118671598f2e656b750c13f7750fa48df31cec,tests/test_litellm/llms/vertex_ai/vertex_ai_partner_models/gpt_oss/test_vertex_ai_gpt_oss_transformation.py,clean_vertex_env,pytest_decorator,19,40,19,pytest,0,cursor,agent
BerriAI/litellm,python,62ac8cee8ef5bde0ab35cc35a9daafb0556c7205,tests/test_litellm/llms/vertex_ai/vertex_ai_partner_models/qwen/test_vertex_ai_qwen_global_endpoint.py,clean_vertex_env,pytest_decorator,27,48,19,pytest,0,cursor,agent
BerriAI/litellm,python,5f79bf4906cbcd2ffbfdeccd6d092e373fb19f0c,tests/test_litellm/litellm_core_utils/test_token_counter.py,clear_tokenizer_cache_before_test,pytest_decorator,498,508,9,pytest,0,cursor,agent
BerriAI/litellm,python,5f79bf4906cbcd2ffbfdeccd6d092e373fb19f0c,tests/test_litellm/litellm_core_utils/test_token_counter.py,setUpClass,unittest_setup,513,515,3,unittest,0,cursor,agent
BerriAI/litellm,python,5f79bf4906cbcd2ffbfdeccd6d092e373fb19f0c,tests/test_litellm/litellm_core_utils/test_token_counter.py,setUp,unittest_setup,517,519,3,unittest,0,cursor,agent
BerriAI/litellm,python,cc2dff058154af166d51e3cdeb68c1ab57db8f08,tests/test_litellm/proxy/_experimental/mcp_server/test_mcp_server.py,cleanup_mcp_global_state,pytest_decorator,19,38,18,pytest,0,cursor,agent
BerriAI/litellm,python,defc76b32a6c98d2d81208d6711fc1c989a7644b,tests/proxy_unit_tests/test_prisma_client_backoff_retry.py,mock_prisma_binary,pytest_decorator,25,36,10,pytest,1,cursor,agent
BerriAI/litellm,python,ea0cfac9957b7a122211f5b11a85083554d53e3f,tests/test_litellm/llms/vertex_ai/vertex_ai_partner_models/gpt_oss/test_vertex_ai_gpt_oss_transformation.py,_reset_litellm_http_client_cache,pytest_decorator,18,23,4,pytest,0,cursor,agent
BerriAI/litellm,python,371cabfebd072c261140904bcf40df08d33c4f25,tests/test_litellm/proxy/guardrails/guardrail_hooks/test_mcp_security.py,guardrail,pytest_decorator,21,28,7,pytest,0,cursor,agent
BerriAI/litellm,python,ca5c109a92bf0deed3289792be239ce6c1b05c16,tests/test_litellm/integrations/SlackAlerting/test_slack_alerting_digest.py,setUp,unittest_setup,27,36,10,unittest,0,cursor,agent
BerriAI/litellm,python,ca5c109a92bf0deed3289792be239ce6c1b05c16,tests/test_litellm/integrations/SlackAlerting/test_slack_alerting_digest.py,tearDown,unittest_setup,38,39,2,unittest,0,cursor,agent
BerriAI/litellm,python,021a9097c4f1f5ae22de4b40dd69d7cdf453678a,tests/proxy_unit_tests/test_blog_posts_endpoint.py,client,pytest_decorator,17,26,7,pytest,0,cursor,agent
BerriAI/litellm,python,360643e21315eb02ca790eb22effb87a6d48167b,ui/litellm-dashboard/src/components/UsagePage/components/UsageAIChatPanel.test.tsx,<anonymous>_5,before_all,6,14,9,,0,cursor,agent
BerriAI/litellm,python,c2c8870d2d56df1b13df33d7ab556862b324f301,litellm/proxy/guardrails/guardrail_hooks/litellm_content_filter/guardrail_benchmarks/test_eval.py,blocker,pytest_decorator,381,383,2,pytest,0,cursor,agent
BerriAI/litellm,python,c2c8870d2d56df1b13df33d7ab556862b324f301,litellm/proxy/guardrails/guardrail_hooks/litellm_content_filter/guardrail_benchmarks/test_eval.py,cases,pytest_decorator,385,387,2,pytest,0,cursor,agent
