repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,processed_at
plasma-umass/scalene,1,python,13419,https://github.com/plasma-umass/scalene.git,54,,2026-05-26T04:21:11.557242+00:00
thomaspinder/gpjax,1,python,620,https://github.com/thomaspinder/gpjax.git,33,,2026-05-26T04:21:13.271868+00:00
ccxt/ccxt,1,python,42529,https://github.com/ccxt/ccxt.git,348,,2026-05-26T04:21:22.596492+00:00
lihuacai168/anotherfasterrunner,1,python,719,https://github.com/lihuacai168/anotherfasterrunner.git,7,,2026-05-26T04:21:31.951005+00:00
microsoft/presidio,1,python,8299,https://github.com/microsoft/presidio.git,173,,2026-05-26T04:21:32.805930+00:00
trailofbits/fickling,1,python,629,https://github.com/trailofbits/fickling.git,19,,2026-05-26T04:21:33.211323+00:00
pdm-project/pdm,1,python,8636,https://github.com/pdm-project/pdm.git,241,,2026-05-26T04:21:39.921585+00:00
tobymao/sqlglot,1,python,9255,https://github.com/tobymao/sqlglot.git,322,,2026-05-26T04:21:39.942143+00:00
pyodide/pyodide,1,python,14610,https://github.com/pyodide/pyodide.git,299,,2026-05-26T04:21:47.923598+00:00
netbox-community/pynetbox,1,python,674,https://github.com/netbox-community/pynetbox.git,50,,2026-05-26T04:21:55.901334+00:00
jellyfin/jellyfin-mpv-shim,1,python,2201,https://github.com/jellyfin/jellyfin-mpv-shim.git,408,,2026-05-26T04:21:59.251803+00:00
koordinates/kart,1,python,667,https://github.com/koordinates/kart.git,17,,2026-05-26T04:22:05.071096+00:00
hail-is/hail,1,python,1061,https://github.com/hail-is/hail.git,85,,2026-05-26T04:22:18.978790+00:00
linkml/linkml,1,python,523,https://github.com/linkml/linkml.git,111,,2026-05-26T04:22:22.679304+00:00
onnx/onnx,1,python,20883,https://github.com/onnx/onnx.git,354,,2026-05-26T04:22:24.724036+00:00
kennethreitz/pytheory,1,python,1583,https://github.com/kennethreitz/pytheory.git,6,,2026-05-26T04:22:45.872528+00:00
webdataset/webdataset,1,python,2984,https://github.com/webdataset/webdataset.git,44,,2026-05-26T04:22:53.822257+00:00
gradio-app/gradio,1,python,42679,https://github.com/gradio-app/gradio.git,468,,2026-05-26T04:23:39.319189+00:00
goauthentik/authentik,1,python,21482,https://github.com/goauthentik/authentik.git,457,,2026-05-26T04:23:39.534436+00:00
flagsmith/flagsmith,1,python,6373,https://github.com/flagsmith/flagsmith.git,115,,2026-05-26T04:23:40.335736+00:00
meltano/meltano,1,python,2512,https://github.com/meltano/meltano.git,136,,2026-05-26T04:23:52.721862+00:00
bunkerity/bunkerized-nginx,1,python,2456,https://github.com/bunkerity/bunkerized-nginx.git,13,,2026-05-26T04:24:42.594202+00:00
qiandao-today/qiandao,1,python,2433,https://github.com/qiandao-today/qiandao.git,17,,2026-05-26T04:25:09.526452+00:00
ethereum/execution-specs,1,python,1155,https://github.com/ethereum/execution-specs.git,197,,2026-05-26T04:25:15.325545+00:00
ethereum/consensus-specs,1,python,3935,https://github.com/ethereum/consensus-specs.git,216,,2026-05-26T04:25:18.157647+00:00
bouni/kicad-jlcpcb-tools,1,python,1896,https://github.com/bouni/kicad-jlcpcb-tools.git,56,,2026-05-26T04:25:49.809578+00:00
sigmahq/pysigma,1,python,546,https://github.com/sigmahq/pysigma.git,58,,2026-05-26T04:25:56.802094+00:00
stuffanthings/qbit_manage,1,python,1533,https://github.com/stuffanthings/qbit_manage.git,20,,2026-05-26T04:26:11.518545+00:00
freekmurze/dotfiles,1,python,938,https://github.com/freekmurze/dotfiles.git,28,,2026-05-26T04:26:13.644937+00:00
intel/neural-compressor,1,python,2644,https://github.com/intel/neural-compressor.git,135,,2026-05-26T04:26:15.508262+00:00
tsukumijima/konomitv,1,python,969,https://github.com/tsukumijima/konomitv.git,22,,2026-05-26T04:26:26.168945+00:00
saleor/saleor,1,python,22916,https://github.com/saleor/saleor.git,260,,2026-05-26T04:26:32.066336+00:00
zauberzeug/nicegui,1,python,15837,https://github.com/zauberzeug/nicegui.git,207,,2026-05-26T04:26:41.918564+00:00
martinet101/wingetui,1,python,534,https://github.com/martinet101/wingetui.git,5,,2026-05-26T04:26:55.834307+00:00
z3z1ma/dbt-osmosis,1,python,628,https://github.com/z3z1ma/dbt-osmosis.git,42,,2026-05-26T04:27:00.573649+00:00
redis/redis-py,1,python,13540,https://github.com/redis/redis-py.git,419,,2026-05-26T04:27:07.632550+00:00
devbisme/skidl,1,python,1497,https://github.com/devbisme/skidl.git,33,,2026-05-26T04:27:12.654892+00:00
kubeflow/training-operator,1,python,1676,https://github.com/kubeflow/training-operator.git,188,,2026-05-26T04:27:24.137522+00:00
megalinter/megalinter,1,python,686,https://github.com/megalinter/megalinter.git,48,,2026-05-26T04:27:29.487245+00:00
openwpm/openwpm,1,python,1411,https://github.com/openwpm/openwpm.git,48,,2026-05-26T04:28:17.044527+00:00
nvidia/nvflare,1,python,934,https://github.com/nvidia/nvflare.git,61,,2026-05-26T04:28:22.544321+00:00
ydf0509/funboost,1,python,880,https://github.com/ydf0509/funboost.git,3,,2026-05-26T04:28:30.861069+00:00
openvinotoolkit/anomalib,1,python,4155,https://github.com/openvinotoolkit/anomalib.git,82,,2026-05-26T04:28:39.294329+00:00
robusta-dev/robusta,1,python,3022,https://github.com/robusta-dev/robusta.git,103,,2026-05-26T04:29:20.980585+00:00
cinemagoer/cinemagoer,1,python,1305,https://github.com/cinemagoer/cinemagoer.git,73,,2026-05-26T04:29:43.526478+00:00
runtimeverification/k,1,python,568,https://github.com/runtimeverification/k.git,108,,2026-05-26T04:29:57.115547+00:00
yutto-dev/yutto,1,python,1855,https://github.com/yutto-dev/yutto.git,26,,2026-05-26T04:30:10.241910+00:00
ceccopierangiolieugenio/pytermtk,1,python,892,https://github.com/ceccopierangiolieugenio/pytermtk.git,10,,2026-05-26T04:30:22.092301+00:00
giskard-ai/giskard,1,python,4810,https://github.com/giskard-ai/giskard.git,51,,2026-05-26T04:30:22.679754+00:00
