repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics
apache/pinot,1,java,6104,https://github.com/apache/pinot.git,368,,,2026-07-29T03:04:33.555386+00:00,2014-05-19T11:27:48,"[""java""]"
apache/polaris,1,java,2002,https://github.com/apache/polaris.git,152,,,2026-07-29T03:04:33.555386+00:00,2024-05-29T06:44:27,"[""apache"", ""catalog"", ""iceberg"", ""lakehouse"", ""metadata"", ""opencatalog"", ""polaris""]"
apache/pulsar,1,java,15294,https://github.com/apache/pulsar.git,365,,,2026-07-29T03:04:33.555386+00:00,2016-06-28T07:00:03,"[""event-streaming"", ""messaging"", ""pubsub"", ""pulsar"", ""queuing"", ""streaming""]"
apache/ranger,1,java,1060,https://github.com/apache/ranger.git,170,,,2026-07-29T03:04:33.555386+00:00,2014-07-27T07:00:08,"[""apache"", ""authz"", ""docker"", ""java"", ""python"", ""ranger""]"
apache/seatunnel,1,java,9467,https://github.com/apache/seatunnel.git,417,,,2026-07-29T03:04:33.555386+00:00,2017-08-05T09:14:47,"[""apache"", ""batch"", ""cdc"", ""change-data-capture"", ""data-ingestion"", ""data-integration"", ""elt"", ""embeddings"", ""high-performance"", ""llm"", ""multimodal"", ""offline"", ""real-time"", ""streaming""]"
apache/skywalking,1,java,24862,https://github.com/apache/skywalking.git,387,,,2026-07-29T03:04:33.555386+00:00,2015-11-07T03:30:36,"[""apm"", ""dapper"", ""distributed-tracing"", ""ebpf"", ""logging"", ""metrics"", ""observability"", ""open-telemetry"", ""prometheus"", ""service-mesh"", ""skywalking"", ""telegraf"", ""web-performance"", ""zabbix""]"
apache/skywalking-java,1,java,918,https://github.com/apache/skywalking-java.git,392,,,2026-07-29T03:04:33.555386+00:00,2021-08-26T01:08:54,"[""apm"", ""dapper"", ""distributed-tracing"", ""logging"", ""metrics"", ""observability"", ""skywalking""]"
apache/struts,1,java,1360,https://github.com/apache/struts.git,82,,,2026-07-29T03:04:33.555386+00:00,2014-01-15T08:00:08,"[""java"", ""struts"", ""web-framework""]"
apereo/cas,1,java,11352,https://github.com/apereo/cas.git,324,,,2026-07-29T03:04:33.555386+00:00,2011-09-09T01:36:42,"[""authentication"", ""authorization"", ""aws"", ""duosecurity"", ""fido"", ""identity-provider"", ""java"", ""ldap-authentication"", ""mfa"", ""oauth2"", ""open-source"", ""openidconnect"", ""saml2"", ""spring-boot"", ""spring-cloud"", ""spring-framework"", ""spring-webflow"", ""sso"", ""sso-authentication"", ""websso""]"
apicurio/apicurio-registry,1,java,823,https://github.com/apicurio/apicurio-registry.git,125,,,2026-07-29T03:04:33.555386+00:00,2019-07-16T12:44:20,[]
