repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,matched_config_file,processed_at,created_at,topics
botpress/botpress,1,typescript,0,https://github.com/botpress/botpress.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
brianlovin/brian-lovin-next,1,typescript,0,https://github.com/brianlovin/brian-lovin-next.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
browserless/chrome,1,typescript,0,https://github.com/browserless/chrome.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
caldis/react-zmage,1,typescript,0,https://github.com/caldis/react-zmage.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
callstack/react-native-testing-library,1,typescript,0,https://github.com/callstack/react-native-testing-library.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
celo-org/celo-monorepo,1,typescript,0,https://github.com/celo-org/celo-monorepo.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
chainsafe/lodestar,1,typescript,0,https://github.com/chainsafe/lodestar.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
chakra-ui/chakra-ui,1,typescript,0,https://github.com/chakra-ui/chakra-ui.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
chichou/vscode-frida,1,typescript,0,https://github.com/chichou/vscode-frida.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
cloudhut/kowl,1,typescript,0,https://github.com/cloudhut/kowl.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
coinbase/rest-hooks,1,typescript,0,https://github.com/coinbase/rest-hooks.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
colinhacks/zod,1,typescript,0,https://github.com/colinhacks/zod.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
coreui/coreui-react,1,typescript,0,https://github.com/coreui/coreui-react.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
crowi/crowi,1,typescript,0,https://github.com/crowi/crowi.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
custom-cards/button-card,1,typescript,0,https://github.com/custom-cards/button-card.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
davidkpiano/xstate,1,typescript,0,https://github.com/davidkpiano/xstate.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
definitelytyped/definitelytyped,1,typescript,0,https://github.com/definitelytyped/definitelytyped.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
desktop/desktop,1,typescript,0,https://github.com/desktop/desktop.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
destinyitemmanager/dim,1,typescript,0,https://github.com/destinyitemmanager/dim.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
didi/logicflow,1,typescript,0,https://github.com/didi/logicflow.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
diegomura/react-pdf,1,typescript,0,https://github.com/diegomura/react-pdf.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
dinerojs/dinero.js,1,typescript,0,https://github.com/dinerojs/dinero.js.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
dolanmiu/docx,1,typescript,0,https://github.com/dolanmiu/docx.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
dubzzz/fast-check,1,typescript,0,https://github.com/dubzzz/fast-check.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
eamodio/vscode-gitlens,1,typescript,0,https://github.com/eamodio/vscode-gitlens.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
easysoft/zui,1,typescript,0,https://github.com/easysoft/zui.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
eclipse-theia/theia,1,typescript,0,https://github.com/eclipse-theia/theia.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
eclipse/che,1,typescript,0,https://github.com/eclipse/che.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
eclipsesource/jsonforms,1,typescript,0,https://github.com/eclipsesource/jsonforms.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
effector/effector,1,typescript,0,https://github.com/effector/effector.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
eggjs/egg,1,typescript,0,https://github.com/eggjs/egg.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
ekalinin/sitemap.js,1,typescript,0,https://github.com/ekalinin/sitemap.js.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
electron-userland/electron-builder,1,typescript,0,https://github.com/electron-userland/electron-builder.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
ericblade/quagga2,1,typescript,0,https://github.com/ericblade/quagga2.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
erxes/erxes,1,typescript,0,https://github.com/erxes/erxes.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
espressif/vscode-esp-idf-extension,1,typescript,0,https://github.com/espressif/vscode-esp-idf-extension.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
ethereum/sourcify,1,typescript,0,https://github.com/ethereum/sourcify.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
excalidraw/excalidraw,1,typescript,0,https://github.com/excalidraw/excalidraw.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
expo/eas-cli,1,typescript,0,https://github.com/expo/eas-cli.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
facebook/jest,1,typescript,0,https://github.com/facebook/jest.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
faridsafi/react-native-gifted-chat,1,typescript,0,https://github.com/faridsafi/react-native-gifted-chat.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
felixrieseberg/windows95,1,typescript,0,https://github.com/felixrieseberg/windows95.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
firecow/gitlab-ci-local,1,typescript,0,https://github.com/firecow/gitlab-ci-local.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
flavioislima/heroicgameslauncher,1,typescript,0,https://github.com/flavioislima/heroicgameslauncher.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
foambubble/foam,1,typescript,0,https://github.com/foambubble/foam.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
forcedotcom/salesforcedx-vscode,1,typescript,0,https://github.com/forcedotcom/salesforcedx-vscode.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
formatjs/formatjs,1,typescript,0,https://github.com/formatjs/formatjs.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
garden-io/garden,1,typescript,0,https://github.com/garden-io/garden.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
getsentry/sentry-javascript,1,typescript,0,https://github.com/getsentry/sentry-javascript.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
getsentry/sentry-react-native,1,typescript,0,https://github.com/getsentry/sentry-react-native.git,0,,,2026-07-13T00:54:34.166822+00:00,,[]
