commit_sha,repo_removed,repo_kept,language,cluster_size,stars_removed,stars_kept
e1532eba6681f4552ae02f6b435cc04f42cc9bdd,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
16fbf81d923760d295c7f05b0bd660b7be510e5d,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
b8439fbb289816e30c593ca70466e8c2e9324676,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
17d2fc12989f72a2fcd42e62fb152f270d61ab38,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
3015320cf32d7bfe6f63121e19c9b469d028a9a8,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
ad8d4b242cdaf9f128e40de0c1921bbd7008522e,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
e727842b2c7f64de9e06623f1df32df5488681e4,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
9f04a7e96bffe42a5a53d7396624da5374bff981,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
c7dbe1a3d527d534d4069080c56e364d33d6a455,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
c79504f90956405f5fab59448ba53dcf44b8d3a2,cloudflare/wrangler2,cloudflare/workers-sdk,javascript,2,645,4395
